28,14
27,14
22,14
18,14
16,14
15,14
14,14
13,14
31,13
30,13
29,13
28,13
22,13
21,13
20,13
17,13
13,13
12,13
05,13
32,12
31,12
30,12
29,12
28,12
27,12
24,12
20,12
19,12
17,12
16,12
13,12
12,12
11,12
33,11
32,11
31,11
30,11
29,11
28,11
27,11
23,11
22,11
21,11
20,11
19,11
15,11
14,11
13,11
12,11
11,11
10,11
06,11
05,11
04,11
03,11
02,11
01,11
35,10
34,10
33,10
32,10
31,10
30,10
29,10
28,10
27,10
23,10
22,10
21,10
20,10
19,10
17,10
14,10
13,10
12,10
11,10
10,10
05,10
04,10
03,10
02,10
01,10
00,10
35,09
34,09
33,09
32,09
31,09
30,09
29,09
28,09
27,09
25,09
23,09
22,09
21,09
20,09
19,09
18,09
16,09
14,09
13,09
12,09
11,09
10,09
09,09
08,09
04,09
03,09
02,09
01,09
00,09
35,08
34,08
33,08
32,08
31,08
30,08
29,08
28,08
27,08
26,08
25,08
23,08
22,08
21,08
20,08
19,08
18,08
17,08
16,08
13,08
12,08
11,08
10,08
09,08
08,08
02,08
01,08
00,08
34,07
33,07
32,07
31,07
30,07
29,07
28,07
27,07
26,07
25,07
24,07
23,07
22,07
21,07
20,07
19,07
18,07
17,07
16,07
15,07
12,07
11,07
10,07
09,07
08,07
07,07
03,07
31,06
30,06
29,06
28,06
27,06
26,06
25,06
24,06
23,06
22,06
21,06
20,06
19,06
18,06
17,06
16,06
11,06
10,06
09,06
08,06
07,06
03,06
02,06
30,05
29,05
28,05
27,05
26,05
25,05
24,05
23,05
22,05
21,05
20,05
19,05
18,05
17,05
16,05
15,05
12,05
11,05
10,05
09,05
08,05
07,05
28,04
27,04
26,04
25,04
24,04
23,04
22,04
21,04
20,04
19,04
18,04
17,04
14,04
13,04
12,04
11,04
10,04
09,04
08,04
29,03
28,03
27,03
26,03
25,03
24,03
23,03
22,03
21,03
20,03
19,03
18,03
17,03
15,03
14,03
13,03
12,03
11,03
10,03
09,03
08,03
07,03
06,03
26,02
25,02
24,02
23,02
22,02
21,02
20,02
19,02
18,02
17,02
16,02
15,02
14,02
13,02
12,02
11,02
10,02
09,02
